"1","6","3"
"2","6","1"
"3","6","5"
"4","6","5"
"5","6","5"
"6","5","4"
"7","5","1"
"8","5","5"
"9","4","3"
"10","5","5"
"11","5","5"
"12","4","5"
"13","3","3"
"14","6","1"
"15","3","5"
"16","3","1"
"17","3","1"
"18","3","1"
"19","4","1"
"20","5","1"
"21","5","2"
"22","6","5"
"23","2","2"
"24","2","5"
"25","2","1"
"26","6","2"
"27","5","2"
"28","4","1"
"29","3","5"
"30","2","5"
"32","4","5"
"33","1","5"
"35","6","5"
"36","6","5"
"38","6","3"
"39","6","3"
"40","6","3"
"42","6","1"
"43","6","5"
"49","6","5"
"50","5","5"
"51","5","5"
"52","5","5"
"53","5","5"
"54","5","5"
"55","5","5"
"56","5","5"
"57","5","5"
"58","5","5"
"59","5","5"
"60","5","5"
"61","5","5"
"62","5","5"
"63","4","5"
"64","4","5"
"65","6","1"
"66","6","3"
"67","6","5"
"68","6","5"
"69","6","1"
"70","6","5"
"71","5","5"
"72","4","3"
"73","6","5"
"74","7","5"
"75","8","5"
"76","9","5"
"77","18","5"
"78","2","5"
"79","20","5"
"80","658","5"
"81","658","5"
"82","658","5"
"83","658","5"
"84","658","5"
"85","658","5"
"86","658","5"
"87","658","5"
"88","658","5"
"89","658","5"
"90","658","5"
"91","658","5"
"92","658","5"
"93","658","5"
"94","658","5"
"95","658","5"
"96","658","5"
"97","658","5"
"98","658","5"
"99","658","5"
"100","658","5"
"101","658","5"
"102","658","5"
"103","658","5"
"104","658","5"
"105","658","5"
"106","658","5"
"107","658","5"
"108","658","5"
"109","658","5"
"110","658","5"
"111","658","5"
"112","658","5"
"113","658","5"
"114","658","5"
"115","658","5"
"116","658","5"
"117","658","5"
"118","658","5"
"119","658","5"
"120","658","5"
"121","658","5"
"122","658","5"
"123","658","5"
"124","658","5"
"125","658","5"
"126","658","5"
"127","658","5"
"128","658","5"
"129","658","5"
"130","658","5"
"131","658","5"
"132","658","5"
"133","658","5"
"134","658","5"
"135","658","5"
"136","658","5"
"137","658","5"
"138","658","5"
"139","658","5"
"140","658","5"
"141","658","5"
"142","658","5"
"143","658","5"
"144","658","5"
"145","658","5"
"146","658","5"
"147","658","5"
"148","658","5"
"149","658","5"
"150","658","5"
"151","658","5"
"152","658","5"
"153","658","5"
"154","658","5"
"155","658","5"
"156","658","5"
"157","658","5"
"158","658","5"
"159","658","5"
"160","658","5"
"161","658","5"
"162","658","5"
"163","658","5"
"164","658","5"
"165","658","5"
"166","658","5"
"167","658","5"
"168","658","5"
"169","658","5"
"170","658","5"
"171","658","5"
"172","658","5"
"173","658","5"
"174","658","5"
"175","658","5"
"176","658","5"
"177","658","5"
"178","658","5"
"179","658","5"
"180","658","5"
"181","658","5"
"182","658","5"
"183","658","5"
"184","658","5"
"185","658","5"
"186","658","5"
"187","658","5"
"188","658","5"
"189","658","5"
"190","658","5"
"191","658","5"
"192","658","5"
"193","658","5"
"194","658","5"
"195","658","5"
"196","658","5"
"197","658","5"
"198","658","5"
"199","658","5"
"200","658","5"
"201","658","5"
"202","658","5"
"203","658","5"
"204","658","5"
"205","658","5"
"206","658","5"
"207","658","5"
"208","658","5"
"209","658","5"
"210","658","5"
"211","658","5"
"212","658","5"
"213","658","5"
"214","658","5"
"215","658","5"
"216","658","5"
"217","658","5"
"218","658","5"
"219","658","5"
"220","658","5"
"221","658","5"
"222","658","5"
"223","658","5"
"224","658","5"
"225","658","5"
"226","658","5"
"227","658","5"
"228","658","5"
"229","658","5"
"230","658","5"
"231","658","5"
"232","658","5"
"233","658","5"
"234","658","5"
"235","658","5"
"236","658","5"
"237","658","5"
"238","658","5"
"239","658","5"
